"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
ena-super-ultra-mass-suplemento-en-polvo-1500g;;;Sabor;Vainilla;;;;;53,904.00;51,208.00;1.50;0.00;0.00;0.00;60;"ENA0 ULTRA MASS 1.5KG VAINI";7798451600186;;;;;;;;;;;;31,035.00
zma-en-capsulas-gold-nutrition-x2-pastillero-legend;"Zma En Capsulas Gold Nutrition X2 Pastillero Legend";"Marcas > Suplementos Importados > Gold Nutrition, Suplementos";;;;;;;31,790.00;30,200.00;0.20;0.00;0.00;0.00;92;"GOLDNU0 2 ZMA GOLD 1 PASTI LEG";;NO;NO;;"Gold, Gold Nutrition, zma, Zma Gold, Zma Gold Nutrition";"ZMA Cápsulas Gold Nutrition: Rendimiento y Recuperación";"Optimiza tu rendimiento con ZMA de Gold Nutrition. Mejora la recuperación muscular y el sueño reparador con zinc, magnesio y B6. ¡Aumenta tu energía hoy!";"Gold Nutrition";SI;;;;18,303.00
zma-en-capsulas-gold-nutrition-pastillero-legend;"Zma En Capsulas Gold Nutrition Pastillero Legend";"Marcas > Suplementos Importados > Gold Nutrition, Suplementos";;;;;;;16,144.00;15,336.00;0.15;0.00;0.00;0.00;185;"GOLDNU0 1 ZMA GOLD 1 PASTI LEG";;NO;NO;;"Gold, Gold Nutrition, zma, Zma Gold, Zma Gold Nutrition";"ZMA Cápsulas Gold Nutrition - Potencia y Recuperación";"Optimiza rendimiento y recuperación con ZMA Gold Nutrition. Ideal para deportistas, mejora fuerza y sueño. ¡Potencia tu entrenamiento ahora!";"Gold Nutrition";SI;;;;9,294.00
suplementos-en-capsulas-citrato-de-magnesio-gold-nutrition-x4-pastillero-legend-nutrition;"Suplementos En Capsulas Citrato De Magnesio Gold Nutrition X4 Pastillero Legend Nutrition";"Marcas > Suplementos Importados > Gold Nutrition, Suplementos";;;;;;;58,617.00;55,686.00;0.35;0.00;0.00;0.00;97;"GOLDNU0 4 CIT MAGNESIO 60C 1 PASTI LEG";;NO;NO;;"Capsulas, Citrato, Citrato de Magnesio, Citrato de Magnesio Capsulas, Citrato de Magnesio Gold, Citrato De Magnesio Gold Nutrition, Citrato Magnesio, Gold, Gold Nutrition, Magnesio";"Citrato de Magnesio Gold Nutrition x60 cápsulas | Pastillero Legend";"Mejorá tu energía y bienestar con Citrato de Magnesio Gold Nutrition en cápsulas, ideal para deportistas. Incorporalo a tu rutina diaria y sentí la diferencia.";"Gold Nutrition";SI;;;;33,749.00
suplementos-en-capsulas-citrato-de-magnesio-gold-nutrition-x3-pastillero-legend-nutrition1;"Suplementos En Capsulas Citrato De Magnesio Gold Nutrition X3 Pastillero Legend Nutrition";"Marcas > Suplementos Importados > Gold Nutrition, Suplementos";;;;;;;44,087.00;41,882.00;0.30;0.00;0.00;0.00;129;"GOLDNU0 3 CIT MAGNESIO 60C 1 PASTI LEG";;NO;NO;;"Capsulas, Citrato, Citrato de Magnesio, Citrato de Magnesio Capsulas, Citrato de Magnesio Gold, Citrato De Magnesio Gold Nutrition, Citrato Magnesio, Magnesio";"Cápsulas Citrato de Magnesio Gold Nutrition - 60 Unidades";"Mejora tu bienestar y rendimiento con Citrato de Magnesio Gold Nutrition. Recuperación muscular y sistema neuromuscular saludable. ¡Optimiza tu energía!";"Gold Nutrition";SI;;;;25,383.00
citrato-de-magnesio-gold-nutrition-60-capsulas-pastillero-legend-nutrition;"Citrato De Magnesio Gold Nutrition 60 Capsulas Pastillero Legend Nutrition";"Marcas > Suplementos Importados > Gold Nutrition, Suplementos";;;;;;;15,027.00;14,275.00;0.15;0.00;0.00;0.00;388;"GOLDNU0 1 CIT MAGNESIO 60C 1 PASTI LEG";;NO;NO;;"Capsulas, Citrato, Citrato de Magnesio, Citrato de Magnesio Capsulas, Citrato de Magnesio Gold, Citrato De Magnesio Gold Nutrition, Citrato Magnesio, Magnesio";"Citrato de Magnesio Gold Nutrition: Fuerza y Bienestar";"Mejora tu bienestar con Citrato de Magnesio Gold Nutrition. 60 cápsulas sin gluten ni lactosa, ideales para tu rutina diaria. ¡Activa tu salud hoy!";"Gold Nutrition";SI;;;;8,651.00
combo-star-nutrition-creatina-300g-whey-protein-2lb-bcaa-270g-sabor-grape-attack;"Combo Star Nutrition Creatina 300G + Whey Protein 2LB + Bcaa 270G Sabor Grape Attack";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";Sabor;"Whey Protein Banana";;;;;117,239.00;111,377.00;0.57;0.00;0.00;0.00;0;"STARNU0 1 DOY BANA 1 MONO 1 270G MTOR GRAPE";;NO;NO;;"Bcaa, Bcaa 2000, Bcaa 2000 120 Caps, Bcaa 2000 120 Capsulas, Bcaa 2000 120 Capsulas Star, Bcaa 2000 120 Capsulas Star Nutrition, Bcaa 2000 Star Nutrition, Creatina 300g, Creatina Star, Creatina Star Nutrition, Star, Star Nutrition";"Combo Nutrición: Creatina, BCAA & Whey Protein 2lb";"Mejora tu rendimiento con este combo: Whey Protein, Creatina y BCAA. Ideal para energía, recuperación y construcción muscular. ¡Compra ahora y potencia tu entrenamiento!";"Star Nutrition";SI;;;;67,501.00
combo-star-nutrition-creatina-300g-whey-protein-2lb-bcaa-270g-sabor-grape-attack;;;Sabor;"Whey Protein Chocolate";;;;;117,239.00;111,377.00;0.57;0.00;0.00;0.00;0;"STARNU0 1 DOY CHOCO 1 MONO 1 270G MTOR GRAPE";;;;;;;;;;;;;67,501.00
combo-star-nutrition-creatina-300g-whey-protein-2lb-bcaa-270g-sabor-grape-attack;;;Sabor;"Whey Protein Cookies & Cream";;;;;117,239.00;111,377.00;0.57;0.00;0.00;0.00;0;"STARNU0 1 DOY COOK 1 MONO 1 270G MTOR GRAPE";;;;;;;;;;;;;67,501.00
combo-star-nutrition-creatina-300g-whey-protein-2lb-bcaa-270g-sabor-grape-attack;;;Sabor;"Whey Protein Frutilla";;;;;117,239.00;111,377.00;0.57;0.00;0.00;0.00;0;"STARNU0 1 DOY FRUTI 1 MONO 1 270G MTOR GRAPE";;;;;;;;;;;;;67,501.00
citrato-de-magnesio-en-polvo-500g-star-nutrition-vaso-legend;"Citrato De Magnesio En Polvo 500g Star Nutrition + Vaso Legend";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";Sabor;"Frutos Rojos";;;;;34,730.00;32,994.00;0.50;0.00;0.00;0.00;668;"STARNU0 1 CIT MAG POLVO 500G FRUTOS 1 VASO LEG";;NO;NO;;"Citrato, Citrato de Magnesio, Citrato de Magnesio Star, Citrato de Magnesio Star Nutrition, Magnesio, Star, Star Nutrition";"Citrato de Magnesio en Polvo 500g Sabor Frutos Rojos";"Mejora tu bienestar con Citrato de Magnesio Star Nutrition. Sabor frutos rojos, 142 porciones, sin gluten ni lactosa. ¡Optimiza tu rendimiento ahora!";"Star Nutrition";SI;;;;19,996.00
citrato-de-magnesio-en-polvo-500g-star-nutrition-vaso-legend;;;Sabor;"Sin Sabor";;;;;34,730.00;32,994.00;0.50;0.00;0.00;0.00;1357;"STARNU0 1 CIT MAG POLVO 500G NEUTRO 1 VASO LEG";;;;;;;;;;;;;19,996.00
citrato-de-magnesio-en-polvo-500g-star-nutrition-pack-x2-vaso-legend;"Citrato De Magnesio En Polvo 500g Star Nutrition Pack X2 + Vaso Legend";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";Sabor;"Frutos Rojos";;;;;66,643.00;63,311.00;1.00;0.00;0.00;0.00;334;"STARNU0 2 CIT MAG POLVO 500G FRUTOS 1 VASO LEG";;NO;NO;;"Citrato, Citrato de Magnesio, Citrato de Magnesio Star, Citrato de Magnesio Star Nutrition, Magnesio, Star, Star Nutrition";"Citrato de Magnesio en Polvo Star Nutrition 2x500g + Vaso Legend";"Mejorá tu bienestar con Citrato de Magnesio en Polvo, sabor frutos rojos. Pack x2 de 500g + vaso Legend. Sin gluten ni lactosa. ¡Sumalo a tu rutina!";"Star Nutrition";SI;;;;38,370.00
citrato-de-magnesio-en-polvo-500g-star-nutrition-pack-x2-vaso-legend;;;Sabor;"Sin Sabor";;;;;66,643.00;63,311.00;1.00;0.00;0.00;0.00;678;"STARNU0 2 CIT MAG POLVO 500G NEUTRO 1 VASO LEG";;;;;;;;;;;;;38,370.00
star-nutrition-whey-protein-2lbs-doypack-whey-protein-2lbs;"Star Nutrition Whey Protein 2lbs + Doypack Whey Protein 2lbs";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";Sabor;Banana;;;;;112,411.00;106,790.00;1.81;0.00;0.00;0.00;10;"STARNU0 1 907G BANA 1 DOY BANA";;NO;NO;;"Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein Star Nutrition, Whey Star Nutrition 2lb";"Whey Protein Star Nutrition 2lbs + Doypack 2lbs | Recuperación y Masa";"Potenciá tu entrenamiento con Whey Protein Star Nutrition 2lbs + Doypack: 25g de proteína por porción, sin gluten y práctico para llevar. ¡Mejorá tu recuperación hoy!";"Star Nutrition";SI;;;;64,721.00
star-nutrition-whey-protein-2lbs-doypack-whey-protein-2lbs;;;Sabor;Chocolate;;;;;112,411.00;106,790.00;1.81;0.00;0.00;0.00;0;"STARNU0 1 907G CHOCO 1 DOY CHOCO";;;;;;;;;;;;;71,220.00
star-nutrition-whey-protein-2lbs-doypack-whey-protein-2lbs;;;Sabor;"Cookies and cream";;;;;112,411.00;106,790.00;1.81;0.00;0.00;0.00;23;"STARNU0 1 907G COOK 1 DOY COOK";;;;;;;;;;;;;71,220.00
star-nutrition-whey-protein-2lbs-doypack-whey-protein-2lbs;;;Sabor;Frutilla;;;;;112,411.00;106,790.00;1.81;0.00;0.00;0.00;0;"STARNU0 1 907G FRUTI 1 DOY FRUTI";7798423350071;;;;;;;;;;;;71,220.00
star-nutrition-whey-protein-2lbs-doypack-whey-protein-2lbs;;;Sabor;Vainilla;;;;;112,411.00;106,790.00;1.81;0.00;0.00;0.00;436;"STARNU0 1 907G VAINI 1 DOY VAINI";;;;;;;;;;;;;71,220.00
star-nutrition-whey-protein-907g-creatina-monohidratada-300g;"Star Nutrition Whey Protein 907g + Creatina Monohidratada 300g";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";Sabor;Chocolate;;;;;91,589.00;87,010.00;1.01;0.00;0.00;0.00;0;"STARNU0 1 907G CHOCO 1 DOYMONO";;NO;NO;;"Creatina 300g, Creatina Star Nutrition, Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Whey Protein, Whey Protein Star Nutrition, Whey Star Nutrition 2lb";"Whey Protein Star Nutrition 907g + Creatina 300g Sin Gluten";"Mejorá tu rendimiento con Whey Protein Star Nutrition 907g y Creatina 300g. Recuperación rápida y más fuerza. ¡Aumentá tus resultados deportivos ahora!";"Star Nutrition";SI;;;;52,733.00
star-nutrition-whey-protein-907g-creatina-monohidratada-300g;;;Sabor;"Cookies and cream";;;;;91,589.00;87,010.00;1.01;0.00;0.00;0.00;23;"STARNU0 1 907G COOK 1 DOYMONO";;;;;;;;;;;;;52,733.00
star-nutrition-whey-protein-907g-creatina-monohidratada-300g;;;Sabor;Frutilla;;;;;91,589.00;87,010.00;0.90;0.00;0.00;0.00;0;"STARNU0 1 907G FRUTI 1 DOYMONO";;;;;;;;;;;;;52,733.00
star-nutrition-whey-protein-907g-creatina-monohidratada-300g;;;Sabor;Vainilla;;;;;91,589.00;87,010.00;1.01;0.00;0.00;0.00;493;"STARNU0 1 907G VAINI 1 DOYMONO";;;;;;;;;;;;;52,733.00
star-nutrition-whey-protein-907g-creatina-monohidratada-300g;;;Sabor;Banana;;;;;91,589.00;87,010.00;1.01;0.00;0.00;0.00;10;"STARNU0 1 907G BANA 1 DOYMONO";;;;;;;;;;;;;52,733.00
pre-entrenamiento-pump-v8-pre-workout-star-nutrition-285-gr-sabor-watermelon-vaso-legend-nutrition-600ml;"Pre Entrenamiento Pump V8 Pre Workout Star Nutrition 285 Gr Sabor Watermelon Vaso Legend Nutrition 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos > Pre-entrenos";;;;;;;36,914.00;35,068.00;0.29;0.00;0.00;0.00;0;"STARNU0 1 V8 - WATERMELON 1 VASO LEG";;NO;NO;;"Pre Entreno, Pre Entreno Pump, Pre Entreno Pump V8, Pre Entreno Pump V8 Star, Pre Entreno Pump V8 Star Nutrition, Star, Star Nutrition";"Pre Entrenamiento Pump V8 Star Nutrition + Vaso Legend 600ml";"Potenciá tus rutinas con Pre Entrenamiento Pump V8 sabor sandía y Vaso Legend 600ml. Energía, foco y bombeo muscular. ¡Entrená al máximo cada día!";"Star Nutrition";SI;;;;21,253.00
star-nutrition-whey-protein-2-lb-quemador-thermo-fuel-120-capsulas;"Star Nutrition Whey Protein 2 Lb + Quemador Thermo Fuel 120 Capsulas";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";Sabor;"Whey Protein Frutilla";;;;;76,950.00;73,102.00;1.00;0.00;0.00;0.00;125;"STARNU0 1 DOY FRUTI 1 THERMO FUEL";;NO;NO;;"Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Thermo, Thermo Fuel Max 120 Caps, Thermo Fuel Max 120 Caps Star, Thermo Fuel Max 120 Caps Star Nutrition, Thermo Fuel Max Star, Thermo Fuel Max Star Nutrition, Whey Protein, Whey Protein Star Nutrition, Whey Star Nutrition 2lb";"Whey Protein 2 Lb + Thermo Fuel Vainilla Ice Cream";"Optimiza tu desarrollo muscular y quema grasa con Whey Protein y Thermo Fuel. Disfruta el delicioso sabor Vainilla Ice Cream. ¡Maximiza tu rendimiento!";"Star Nutrition";SI;;;;44,304.00
star-nutrition-whey-protein-2-lb-quemador-thermo-fuel-120-capsulas;;;Sabor;"Whey Protein Vainilla";;;;;76,950.00;73,102.00;1.00;0.00;0.00;0.00;125;"STARNU0 1 DOY VAINI 1 THERMO FUEL";;;;;;;;;;;;;44,304.00
star-nutrition-thermo-fuel-quemador-de-grasa-120-caps-x5-un-sabor-neutro;"Star Nutrition Thermo Fuel Quemador De Grasa 120 Caps. X5 Un Sabor Neutro";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;113,694.00;108,009.00;0.50;0.00;0.00;0.00;25;"STARNU0 5 THERMO FUEL";;SI;NO;;"Star, Star Nutrition, Thermo, Thermo Fuel, Thermo Fuel Max, Thermo Fuel Max 120 Caps, Thermo Fuel Max 120 Caps Star, Thermo Fuel Max 120 Caps Star Nutrition, Thermo Fuel Max Star, Thermo Fuel Max Star Nutrition";"Thermo Fuel Quemador de Grasa Star Nutrition x5 120 Caps Neutro";"Thermo Fuel Quemador de Grasa aumenta energía y favorece la quema de grasa. Pack x5 de 120 cápsulas, sabor neutro y fácil de llevar. ¡Potenciá tus resultados!";"Star Nutrition";SI;;;;65,460.00
star-nutrition-whey-protein-2-lb-quemador-thermo-fuel-x-120-capsulas-sabor-strawberry-cream;"Star Nutrition Whey Protein 2 Lb + Quemador Thermo Fuel X 120 Cápsulas Sabor Strawberry Cream";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;76,950.00;73,102.00;0.98;0.00;0.00;0.00;125;"STARNU0 1 DOY FRUTI 1 THERMO FUEL";;NO;NO;;"Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition, Whey Star Nutrition 2lb";"Whey Protein Star Nutrition 2 Lb + Thermo Fuel 120 Cáps Strawberry Cr";"Optimizá tu entrenamiento con Whey Protein Star Nutrition y Thermo Fuel: ganá músculo, quemá grasa y recuperate rápido. ¡Comprá ahora y superá tus metas!";"Star Nutrition";SI;;;;44,304.00
suplemento-en-polvo-star-nutrition-whey-protein-908gr-frutilla-legend-600ml;"Suplemento En Polvo Star Nutrition Whey Protein 908gr Frutilla Legend 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;62,476.00;59,353.00;0.91;0.00;0.00;0.00;412;"STARNU0 1 DOY FRUTI 1 VASO LEG";;NO;NO;;"Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition";"Whey Protein Star Nutrition Frutilla 908g + Shaker 600ml";"Aumenta tu masa muscular con Whey Protein Star Nutrition. Incluye shaker de 600ml. Sabor frutilla, alta proteína. Ideal post-entrenamiento. ¡Compra ahora!";"Star Nutrition";SI;;;;35,971.00
suplemento-en-polvo-star-nutrition-whey-protein-908gr-sabor-vainilla-vaso-legend-600-ml;"Suplemento En Polvo Star Nutrition Whey Protein 908gr Sabor Vainilla Vaso Legend 600 Ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;62,476.00;59,353.00;0.91;0.00;0.00;0.00;436;"STARNU0 1 DOY VAINI 1 VASO LEG";;NO;NO;;"Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition, Whey Star Nutrition 2lb";"Whey Protein Star Nutrition Vainilla 908g + Vaso Legend 600ml";"Potenciá tu entrenamiento con Whey Protein Star Nutrition sabor vainilla. Incluye vaso Legend 600ml. Ideal para recuperación muscular. ¡Sumalo a tu rutina!";"Star Nutrition";SI;;;;35,971.00
2-bcaa-2000-x-120-caps-star-nutrition-aminoacidos-ramificados-sin-sabor;"2 Bcaa 2000 X 120 Caps Star Nutrition Aminoácidos Ramificados Sin Sabor";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;36,954.00;35,106.00;0.35;0.00;0.00;0.00;44;"STARNU0 2 BCAA2000.";;NO;NO;;"Bcaa, Bcaa 2000, Bcaa 2000 120 Caps, Bcaa 2000 120 Capsulas, Bcaa 2000 120 Capsulas Star, Bcaa 2000 120 Capsulas Star Nutrition, Bcaa 2000 Star Nutrition, Star, Star Nutrition";"BCAA 2000 Star Nutrition 120 Cápsulas Aminoácidos Ramificados";"Mejorá tu rendimiento con BCAA 2000 Star Nutrition, 120 cápsulas sin sabor que favorecen la recuperación muscular y reducen la fatiga. ¡Impulsá tus entrenamientos!";"Star Nutrition";SI;;;;21,276.00
mutant-mass-star-nutrition-15kg-x2-u-creatina-300-gr-x2-u-sabor-vainilla-ice-cream-vaso-shaker-legend-600ml;"Mutant Mass Star Nutrition 1,5kg X2 U + Creatina 300 Gr X2 U Sabor Vainilla Ice Cream + Vaso Shaker Legend 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;152,655.00;145,022.00;3.60;0.00;0.00;0.00;0;"STARNU0 2 MUTANT 1530G VAINI 2 MONO 1 VASO LEG";;NO;NO;;"Creatina 300g, Creatina Star, Creatina Star Nutrition, Mutant Mass, Mutant Mass 1.5kg, Mutant Mass Star, Mutant Mass Star Nutrition, Star, Star Nutrition";"Mutant Mass 1.5kg y Creatina Vainilla + Shaker 600ml";"Potencia tu entrenamiento con Mutant Mass y Creatina Vainilla. Incluye shaker de 600ml para fácil mezcla. Ideal para ganar masa muscular. ¡Compra ahora!";"Star Nutrition";SI;;;;87,892.00
star-nutrition-mutant-mass-5kg-x2-cookies-vaso-shaker-antigrumos-legend-600ml;"Star Nutrition - Mutant Mass 5kg X2 Cookies + Vaso Shaker Antigrumos Legend 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;244,690.00;232,456.00;10.00;0.00;0.00;0.00;21;"STARNU0 2 MUTANT 5KG COOK 1 VASO LEG";;NO;NO;;"Mutant Mass, Mutant Mass 5kg, Mutant Mass Cookies, Mutant Mass Sabor Cookies, Mutant Mass Star, Mutant Mass Star Nutrition, Star, Star Nutrition";"Mutant Mass 5kg X2 Cookies + Shaker Antigrumos 600ml";"Aumenta masa muscular con Mutant Mass 5kg Cookies. Incluye shaker antigrumos de 600ml. Disfruta de energía y recuperación rápida. ¡Compra ahora!";"Star Nutrition";SI;;;;140,882.00
star-nutrition-mutant-mass-5kg-x2-frutilla-vaso-shaker-antigrumos-legend-600ml;"Star Nutrition - Mutant Mass 5kg X2 Frutilla + Vaso Shaker Antigrumos Legend 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;244,690.00;232,456.00;10.00;0.00;0.00;0.00;0;"STARNU0 2 MUTANT 5KG FRUTI 1 VASO LEG";;NO;NO;;"Mutant Mass, Mutant Mass Frutilla, Mutant Mass Sabor Frutilla, Mutant Mass Sabor Frutilla Star, Mutant Mass Sabor Frutilla Star Nutrition, Mutant Mass Star, Mutant Mass Star Nutrition, Star, Star Nutrition";"Mutant Mass 5kg x2 Frutilla + Shaker Legend - Ganá Masa Muscular";"Impulsá tu rendimiento con Mutant Mass 5kg x2 sabor frutilla. Ganá masa muscular, recuperate rápido y mezclá fácil con el shaker Legend. ¡Potenciá tus entrenamientos!";"Star Nutrition";SI;;;;140,882.00
proteina-whey-star-nutrition-1-kg-x-4-unidades-sabor-frutilla;"Proteina Whey Star Nutrition 1 Kg X 4 Unidades Sabor Frutilla";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;232,800.00;221,160.00;3.63;0.00;0.00;0.00;0;"STARNU0 4 907G FRUTI";;NO;NO;;"Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition";"Proteína Whey Star Frutilla 4kg - Crecimiento Muscular";"Potencia tu rendimiento con la Proteína Whey Star Frutilla. Alto contenido proteico, fácil disolución y sabor delicioso. ¡Ideal para recuperar músculos!";"Star Nutrition";SI;;;;147,484.00
suplemento-star-nutrition-whey-protein-3kg-sabor-vainilla-creatina-monohidratada-500gr-vaso-legend-nutrition-600ml;"Suplemento Star Nutrition Whey Protein 3kg Sabor Vainilla Creatina Monohidratada 500gr Vaso Legend Nutrition 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;236,873.00;225,029.00;3.50;0.00;0.00;0.00;81;"STARNU0 1 VERDE 3KG VAINI 1 MONO 500G 1 VASO LEG";;NO;NO;;"Creatina Star, Creatina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition";"Whey Protein Star Nutrition 3kg + Creatina 500g + Vaso 600ml";"Potenciá tu entrenamiento con Whey Protein Star Nutrition, creatina monohidratada y vaso Legend. Aumentá fuerza y masa muscular. ¡Sumalo a tu rutina hoy!";"Star Nutrition";SI;;;;136,381.00
pre-entreno-tnt-dynamite-star-nutrition-240g-pre-workout-sabor-citrus-slush;"Pre Entreno Tnt Dynamite Star Nutrition 240g Pre Workout Sabor Citrus Slush";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;28,413.00;26,993.00;0.24;0.00;0.00;0.00;30;"STARNU0 1 TNT CITRUS 1 VASO LEG";;NO;NO;;"Pre Entreno, Pre Entreno TNT, Pre Entreno TNT Dynamite, Pre Entreno TNT Dynamite Star, Pre Entreno TNT Dynamite Star Nutrition, Star, Star Nutrition, TNT Dynamite, TNT Dynamite Star, TNT Dynamite Star Nutrition";"Pre Entreno TNT Dynamite Citrus - Energía y Rendimiento";"Potencia tu entrenamiento con TNT Dynamite Citrus. Con cafeína, taurina y vitaminas para un rendimiento superior. ¡Prueba el sabor Citrus Slush hoy!";"Star Nutrition";SI;;;;16,359.00
star-nutrition-whey-protein-sabor-banana-908g-creatina-pura-doypack-300g-vaso-legend-600ml;"Star Nutrition Whey Protein Sabor Banana 908g Creatina Pura Doypack 300g Vaso Legend 600ml";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;90,026.00;85,525.00;1.21;0.00;0.00;0.00;99;"STARNU0 1 DOY BANA 1 DOYMONO 1 VASO LEG";;NO;NO;;"Creatina Star, Creatina Star Nutrition, Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Whey Protein Star Nutrition";"Proteína Whey Banana 908g + Creatina + Vaso Legend";"Descubre la calidad de Star Nutrition: Proteína Whey Banana 908g y Creatina 300g. Incluye Vaso Legend 600ml. ¡Impulsa tu entrenamiento hoy!";"Star Nutrition";SI;;;;51,833.00
combo-star-nutrition-creatina-300grbcaa-270grw-protein-2lb-sabor-grapeattack-y-frutilla;"Combo Star Nutrition Creatina 300gr+bcaa 270gr+w Protein 2lb Sabor Grapeattack Y Frutilla";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;117,239.00;111,377.00;1.48;0.00;0.00;0.00;0;"STARNU0 1 DOY FRUTI 1 MONO 1 270G MTOR GRAPE";;NO;NO;;"Creatina Star, Creatina Star Nutrition, Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein Star Nutrition";"Combo Star Nutrition Creatina, BCAA y Proteína W Sabor Grapeattack";"Mejorá tu rendimiento con el Combo Star Nutrition: creatina, BCAA y proteína W en sabores Grapeattack y frutilla. Recuperate rápido y ganá músculo. ¡Comprá ahora!";"Star Nutrition";SI;;;;67,501.00
combo-star-nutrition-creatina-300grbcaa-270grw-protein-2lb-sabor-grapeattack-y-banana;"Combo Star Nutrition Creatina 300gr+bcaa 270gr+w Protein 2lb Sabor Grapeattack Y Banana";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;117,239.00;111,377.00;1.48;0.00;0.00;0.00;0;"STARNU0 1 DOY BANA 1 MONO 1 270G MTOR GRAPE";;NO;NO;;"Bcaa 2000 120 Capsulas Star, Bcaa 2000 120 Capsulas Star Nutrition, Bcaa 2000 Star Nutrition, Creatina Star, Creatina Star Nutrition, Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition";"Combo Star Nutrition Creatina, BCAA y Proteína W Grapeattack/Banana";"Potenciá tu entrenamiento con el combo Star Nutrition: creatina, BCAA y proteína W. Recuperá y ganá músculo con sabores exclusivos. ¡Mejorá tus resultados hoy!";"Star Nutrition";SI;;;;67,501.00
combo-star-nutrition-creatina-300grbcaa-270grw-protein-2lb-sabor-grapeattack-y-cookies;"Combo Star Nutrition Creatina 300gr+bcaa 270gr+w Protein 2lb Sabor Grapeattack Y Cookies";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos";;;;;;;117,239.00;111,377.00;1.48;0.00;0.00;0.00;0;"STARNU0 1 DOY COOK 1 MONO 1 270G MTOR GRAPE";;NO;NO;;"Creatina 300g, Creatina Star, Creatina Star Nutrition, Proteina Star, Proteina Star Nutrition, Proteina Whey Star Nutrition, Star, Star Nutrition, Whey Protein, Whey Protein Star Nutrition";"Combo Star Nutrition Creatina, BCAA y Whey Protein Sabores Premium";"Potenciá tu entrenamiento con el combo Star Nutrition: creatina, BCAA y whey protein. Favorece fuerza, recuperación y músculo. ¡Elegí sabor y mejorá tu rendimiento!";"Star Nutrition";SI;;;;67,501.00
